GEO.display-label,GEO.id,HC01_VC85,HD01_VD01,HC01_VC73,HC01_VC72,HC01_VC74,HC01_VC75,HC01_VC156,HC01_VC76,GEO.id2,HD02_VD01,HC01_VC38,HC01_VC77
"Monongalia County, West Virginia",0500000US54061,42028,151900,4587,89942,248,3465,0,0,54061,11067,96791,322
"Raleigh County, West Virginia",0500000US54081,37982,96600,7568,69869,0,889,0,0,54081,13563,78904,295
"Wood County, West Virginia",0500000US54107,39689,100700,1927,85076,337,621,0,0,54107,8366,86990,377
"Brown County, Wisconsin",0500000US55009,50743,159200,8414,229059,9129,7592,0,0,55009,3080,248506,3406
"Dane County, Wisconsin",0500000US55025,58661,231200,31227,433222,4831,26610,0,0,55025,3779,489309,6753
"Dodge County, Wisconsin",0500000US55027,50797,154600,2891,85269,955,708,0,0,55027,6818,88748,0
"Eau Claire County, Wisconsin",0500000US55035,42807,146900,1557,94188,791,3756,0,0,55035,7214,98928,0
"Fond du Lac County, Wisconsin",0500000US55039,49718,147700,1828,98455,1807,1329,0,0,55039,5910,101665,465
"Jefferson County, Wisconsin",0500000US55055,49611,185000,1235,80778,877,893,0,0,55055,6110,83693,1126
"Kenosha County, Wisconsin",0500000US55059,51887,170700,13542,146696,1594,3062,0,0,55059,4567,166671,5888
"La Crosse County, Wisconsin",0500000US55063,47085,151900,2795,107050,893,5283,0,113,55063,5765,114874,0
"Manitowoc County, Wisconsin",0500000US55071,47298,124600,0,77338,700,2163,0,0,55071,5852,81349,1088
"Marathon County, Wisconsin",0500000US55073,49356,142900,1299,125456,1217,7622,0,0,55073,4967,134104,1103
"Milwaukee County, Wisconsin",0500000US55079,40509,162500,267341,612805,18998,38198,0,1451,55079,1962,948944,50328
"Outagamie County, Wisconsin",0500000US55087,54498,159000,1205,166357,4098,7470,0,0,55087,4062,176912,1721
"Ozaukee County, Wisconsin",0500000US55089,72213,262400,1476,82987,586,2030,0,0,55089,10921,86365,201
"Portage County, Wisconsin",0500000US55097,48620,143100,0,66279,0,2456,0,0,55097,4675,70053,661
"Racine County, Wisconsin",0500000US55101,51377,177600,24107,159614,1626,3159,0,0,55101,5576,195510,12396
"Rock County, Wisconsin",0500000US55105,46758,137000,7082,150748,4360,2204,0,0,55105,5886,160310,2414
"St. Croix County, Wisconsin",0500000US55109,62386,216200,883,81725,1200,1488,0,0,55109,9229,84442,0
"Sheboygan County, Wisconsin",0500000US55117,49440,158000,2469,107562,827,5819,0,0,55117,4713,115472,746
"Walworth County, Wisconsin",0500000US55127,53388,205300,1449,97915,700,1103,0,0,55127,10718,102205,2358
"Washington County, Wisconsin",0500000US55131,60446,235300,1620,128482,652,1807,0,0,55131,7658,131971,715
"Waukesha County, Wisconsin",0500000US55133,70815,260500,6746,372132,2504,12638,0,610,55133,5572,389964,2870
"Winnebago County, Wisconsin",0500000US55139,48177,141200,3710,157270,1800,4561,0,0,55139,5320,167059,2296
"Wood County, Wisconsin",0500000US55141,43319,124000,0,71861,829,1981,0,0,55141,5597,74793,0
"Laramie County, Wyoming",0500000US56021,48784,178000,3604,81888,2059,0,0,0,56021,11273,92127,5976
"Natrona County, Wyoming",0500000US56025,51735,177000,994,72754,3167,420,0,0,56025,6757,75507,607
"Arecibo Municipio, Puerto Rico",0500000US72013,16539,102000,5960,83182,0,1256,0,0,72013,5927,96374,7885
"Bayam�n Municipio, Puerto Rico",0500000US72021,23703,141500,67206,163939,2803,1187,0,0,72021,2880,207960,20763
"Caguas Municipio, Puerto Rico",0500000US72025,22062,142600,25484,118785,0,0,0,0,72025,5368,142749,17507
"Carolina Municipio, Puerto Rico",0500000US72031,28410,154100,28379,119898,758,2544,0,0,72031,3239,176633,29433
"Guaynabo Municipio, Puerto Rico",0500000US72061,31643,190500,9044,74921,318,0,0,0,72061,13256,97864,16430
"Mayag�ez Municipio, Puerto Rico",0500000US72097,15381,92800,16017,57388,0,0,0,0,72097,5442,89028,28172
"Ponce Municipio, Puerto Rico",0500000US72113,16223,111200,30743,136603,0,0,0,0,72113,5071,166164,22048
"San Juan Municipio, Puerto Rico",0500000US72127,22905,168900,122979,290486,3989,6817,0,0,72127,3300,395074,29750
"Toa Alta Municipio, Puerto Rico",0500000US72135,25432,152100,37532,63171,1969,0,0,0,72135,7741,73954,5928
"Toa Baja Municipio, Puerto Rico",0500000US72137,23296,122500,32261,69251,0,0,0,0,72137,6736,89513,4958
"Trujillo Alto Municipio, Puerto Rico",0500000US72139,29120,162700,31751,67209,0,0,0,0,72139,4548,74754,2963
